,ta,ts,speed,kp,kd,ki,simul_settling_time,settling_time
397,20.0,20.0,100.0,50.0,1600.0,0.006,0.1563,0.161
398,20.0,20.0,100.0,50.0,1600.0,0.006,0.1563,0.162
399,20.0,20.0,100.0,50.0,1600.0,0.01,0.1474,0.154
400,20.0,20.0,100.0,50.0,1600.0,0.01,0.1474,0.156
401,20.0,20.0,100.0,50.0,1600.0,0.01,0.1474,0.156
402,20.0,20.0,100.0,50.0,1600.0,0.012,0.1456,0.153
403,20.0,20.0,100.0,50.0,1600.0,0.012,0.1456,0.154
404,20.0,20.0,100.0,50.0,1600.0,0.012,0.1456,0.156
405,20.0,20.0,100.0,50.0,1600.0,0.014,0.144,0.144
406,20.0,20.0,100.0,50.0,1600.0,0.014,0.144,0.151
407,20.0,20.0,100.0,50.0,1600.0,0.014,0.144,0.144
408,20.0,20.0,100.0,50.0,1600.0,0.016,0.1425,0.141
409,20.0,20.0,100.0,50.0,1600.0,0.016,0.1425,0.141
410,20.0,20.0,100.0,50.0,1600.0,0.016,0.1425,0.141
411,20.0,20.0,100.0,50.0,1600.0,0.02,0.1397,0.144
412,20.0,20.0,100.0,50.0,1600.0,0.02,0.1397,0.141
413,20.0,20.0,100.0,50.0,1600.0,0.02,0.1397,0.142
414,20.0,20.0,100.0,50.0,1700.0,0.006,0.1566,0.161
415,20.0,20.0,100.0,50.0,1700.0,0.006,0.1566,0.162
416,20.0,20.0,100.0,50.0,1700.0,0.006,0.1566,0.162
417,20.0,20.0,100.0,50.0,1700.0,0.01,0.1478,0.158
418,20.0,20.0,100.0,50.0,1700.0,0.01,0.1478,0.156
419,20.0,20.0,100.0,50.0,1700.0,0.01,0.1478,0.156
420,20.0,20.0,100.0,50.0,1700.0,0.012,0.1459,0.154
421,20.0,20.0,100.0,50.0,1700.0,0.012,0.1459,0.152
422,20.0,20.0,100.0,50.0,1700.0,0.012,0.1459,0.152
423,20.0,20.0,100.0,50.0,1700.0,0.014,0.1444,0.152
424,20.0,20.0,100.0,50.0,1700.0,0.014,0.1444,0.153
425,20.0,20.0,100.0,50.0,1700.0,0.014,0.1444,0.154
426,20.0,20.0,100.0,50.0,1700.0,0.016,0.1429,0.142
427,20.0,20.0,100.0,50.0,1700.0,0.016,0.1429,0.142
428,20.0,20.0,100.0,50.0,1700.0,0.016,0.1429,0.142
429,20.0,20.0,100.0,50.0,1700.0,0.02,0.1401,0.138
430,20.0,20.0,100.0,50.0,1700.0,0.02,0.1401,0.138
431,20.0,20.0,100.0,50.0,1700.0,0.02,0.1401,0.138
432,20.0,20.0,100.0,50.0,2000.0,0.006,0.1576,0.164
433,20.0,20.0,100.0,50.0,2000.0,0.006,0.1576,0.172
434,20.0,20.0,100.0,50.0,2000.0,0.006,0.1576,0.165
435,20.0,20.0,100.0,50.0,2000.0,0.01,0.1489,0.151
436,20.0,20.0,100.0,50.0,2000.0,0.01,0.1489,0.155
437,20.0,20.0,100.0,50.0,2000.0,0.01,0.1489,0.155
438,20.0,20.0,100.0,50.0,2000.0,0.012,0.147,0.155
439,20.0,20.0,100.0,50.0,2000.0,0.012,0.147,0.152
440,20.0,20.0,100.0,50.0,2000.0,0.012,0.147,0.153
441,20.0,20.0,100.0,50.0,2000.0,0.014,0.1455,0.146
442,20.0,20.0,100.0,50.0,2000.0,0.014,0.1455,0.149
443,20.0,20.0,100.0,50.0,2000.0,0.014,0.1455,0.146
444,20.0,20.0,100.0,50.0,2000.0,0.016,0.1441,0.145
445,20.0,20.0,100.0,50.0,2000.0,0.016,0.1441,0.151
446,20.0,20.0,100.0,50.0,2000.0,0.016,0.1441,0.145
447,20.0,20.0,100.0,50.0,2000.0,0.02,0.1416,0.14
448,20.0,20.0,100.0,50.0,2000.0,0.02,0.1416,0.145
449,20.0,20.0,100.0,50.0,2000.0,0.02,0.1416,0.14
450,20.0,20.0,100.0,65.0,1400.0,0.006,0.1521,0.156
451,20.0,20.0,100.0,65.0,1400.0,0.006,0.1521,0.157
452,20.0,20.0,100.0,65.0,1400.0,0.006,0.1521,0.156
453,20.0,20.0,100.0,65.0,1400.0,0.01,0.1452,0.147
454,20.0,20.0,100.0,65.0,1400.0,0.01,0.1452,0.147
455,20.0,20.0,100.0,65.0,1400.0,0.01,0.1452,0.145
456,20.0,20.0,100.0,65.0,1400.0,0.012,0.1435,0.155
457,20.0,20.0,100.0,65.0,1400.0,0.012,0.1435,0.155
458,20.0,20.0,100.0,65.0,1400.0,0.012,0.1435,0.15
459,20.0,20.0,100.0,65.0,1400.0,0.014,0.1417,0.172
460,20.0,20.0,100.0,65.0,1400.0,0.014,0.1417,0.179
461,20.0,20.0,100.0,65.0,1400.0,0.014,0.1417,0.18
468,20.0,20.0,100.0,65.0,1500.0,0.006,0.1524,0.162
469,20.0,20.0,100.0,65.0,1500.0,0.006,0.1524,0.157
470,20.0,20.0,100.0,65.0,1500.0,0.006,0.1524,0.157
471,20.0,20.0,100.0,65.0,1500.0,0.01,0.1454,0.147
472,20.0,20.0,100.0,65.0,1500.0,0.01,0.1454,0.147
473,20.0,20.0,100.0,65.0,1500.0,0.01,0.1454,0.147
474,20.0,20.0,100.0,65.0,1500.0,0.012,0.1436,0.149
475,20.0,20.0,100.0,65.0,1500.0,0.012,0.1436,0.151
476,20.0,20.0,100.0,65.0,1500.0,0.012,0.1436,0.147
477,20.0,20.0,100.0,65.0,1500.0,0.014,0.1418,0.148
478,20.0,20.0,100.0,65.0,1500.0,0.014,0.1418,0.149
479,20.0,20.0,100.0,65.0,1500.0,0.014,0.1418,0.144
486,20.0,20.0,100.0,65.0,1600.0,0.006,0.1527,0.157
487,20.0,20.0,100.0,65.0,1600.0,0.006,0.1527,0.155
488,20.0,20.0,100.0,65.0,1600.0,0.006,0.1527,0.157
489,20.0,20.0,100.0,65.0,1600.0,0.01,0.1455,0.147
490,20.0,20.0,100.0,65.0,1600.0,0.01,0.1455,0.147
491,20.0,20.0,100.0,65.0,1600.0,0.01,0.1455,0.147
492,20.0,20.0,100.0,65.0,1600.0,0.012,0.1436,0.144
493,20.0,20.0,100.0,65.0,1600.0,0.012,0.1436,0.15
494,20.0,20.0,100.0,65.0,1600.0,0.012,0.1436,0.15
495,20.0,20.0,100.0,65.0,1600.0,0.014,0.1421,0.146
496,20.0,20.0,100.0,65.0,1600.0,0.014,0.1421,0.146
497,20.0,20.0,100.0,65.0,1600.0,0.014,0.1421,0.149
498,20.0,20.0,100.0,65.0,1600.0,0.016,0.1402,0.137
499,20.0,20.0,100.0,65.0,1600.0,0.016,0.1402,0.137
500,20.0,20.0,100.0,65.0,1600.0,0.016,0.1402,0.137
504,20.0,20.0,100.0,65.0,1700.0,0.006,0.1528,0.157
505,20.0,20.0,100.0,65.0,1700.0,0.006,0.1528,0.157
506,20.0,20.0,100.0,65.0,1700.0,0.006,0.1528,0.164
507,20.0,20.0,100.0,65.0,1700.0,0.01,0.1456,0.154
508,20.0,20.0,100.0,65.0,1700.0,0.01,0.1456,0.147
509,20.0,20.0,100.0,65.0,1700.0,0.01,0.1456,0.147
510,20.0,20.0,100.0,65.0,1700.0,0.012,0.1439,0.144
511,20.0,20.0,100.0,65.0,1700.0,0.012,0.1439,0.145
512,20.0,20.0,100.0,65.0,1700.0,0.012,0.1439,0.144
513,20.0,20.0,100.0,65.0,1700.0,0.014,0.1421,0.149
514,20.0,20.0,100.0,65.0,1700.0,0.014,0.1421,0.145
515,20.0,20.0,100.0,65.0,1700.0,0.014,0.1421,0.145
516,20.0,20.0,100.0,65.0,1700.0,0.016,0.1406,0.138
517,20.0,20.0,100.0,65.0,1700.0,0.016,0.1406,0.137
518,20.0,20.0,100.0,65.0,1700.0,0.016,0.1406,0.138
519,20.0,20.0,100.0,65.0,1700.0,0.02,0.1372,0.164
520,20.0,20.0,100.0,65.0,1700.0,0.02,0.1372,0.163
521,20.0,20.0,100.0,65.0,1700.0,0.02,0.1372,0.165
522,20.0,20.0,100.0,65.0,2000.0,0.006,0.1535,0.157
523,20.0,20.0,100.0,65.0,2000.0,0.006,0.1535,0.157
524,20.0,20.0,100.0,65.0,2000.0,0.006,0.1535,0.158
525,20.0,20.0,100.0,65.0,2000.0,0.01,0.1463,0.147
526,20.0,20.0,100.0,65.0,2000.0,0.01,0.1463,0.147
527,20.0,20.0,100.0,65.0,2000.0,0.01,0.1463,0.147
528,20.0,20.0,100.0,65.0,2000.0,0.012,0.1444,0.145
529,20.0,20.0,100.0,65.0,2000.0,0.012,0.1444,0.145
530,20.0,20.0,100.0,65.0,2000.0,0.012,0.1444,0.145
531,20.0,20.0,100.0,65.0,2000.0,0.014,0.1429,0.155
532,20.0,20.0,100.0,65.0,2000.0,0.014,0.1429,0.152
533,20.0,20.0,100.0,65.0,2000.0,0.014,0.1429,0.151
534,20.0,20.0,100.0,65.0,2000.0,0.016,0.1413,0.145
535,20.0,20.0,100.0,65.0,2000.0,0.016,0.1413,0.149
536,20.0,20.0,100.0,65.0,2000.0,0.016,0.1413,0.151
537,20.0,20.0,100.0,65.0,2000.0,0.02,0.138,0.145
538,20.0,20.0,100.0,65.0,2000.0,0.02,0.138,0.145
539,20.0,20.0,100.0,65.0,2000.0,0.02,0.138,0.145
