,ta,ts,speed,SLPKP,SLPKI,SLVKP,SLVKI,simul_settling_time,trial_no,settling_time,inposstability
24,40,40,100,50.0,0,70,600,,1,0.175,0.2685
25,40,40,100,50.0,0,70,300,,2,0.174,0.2699
26,40,40,100,50.0,0,70,600,,2,0.173,0.2873
27,40,40,100,50.0,0,70,300,,3,0.173,0.3264
28,40,40,100,50.0,0,70,600,,3,0.174,0.2886
29,40,40,100,50.0,0,70,600,,4,0.174,0.292
30,40,40,100,50.0,0,70,900,,1,0.174,0.2823
31,40,40,100,50.0,0,70,600,,5,0.173,0.261
32,40,40,100,50.0,0,70,900,,2,0.174,0.2644
33,40,40,100,50.0,0,70,600,,6,0.173,0.2862
34,40,40,100,50.0,0,70,900,,3,0.173,0.3611
35,40,40,100,50.0,0,90,300,,1,0.174,0.2547
36,40,40,100,50.0,0,90,400,,1,0.173,0.2591
37,40,40,100,50.0,0,90,500,,1,0.174,0.2699
38,40,40,100,50.0,0,90,600,,1,0.173,0.2677
39,40,40,100,50.0,0,90,300,,2,0.172,0.2718
40,40,40,100,50.0,0,90,300,,3,0.172,0.3484
41,40,40,100,50.0,0,90,600,,2,0.172,0.2704
42,40,40,100,50.0,0,90,600,,3,0.173,0.285
43,40,40,100,50.0,0,90,900,,1,0.174,0.2948
44,40,40,100,50.0,0,90,600,,4,0.173,0.2738
45,40,40,100,50.0,0,90,900,,2,0.173,0.288
46,40,40,100,50.0,0,90,600,,5,0.172,0.2826
47,40,40,100,50.0,0,90,900,,3,0.172,0.2898
48,40,40,100,50.0,0,110,300,,1,0.173,0.2848
49,40,40,100,50.0,0,110,400,,1,0.173,0.2807
50,40,40,100,50.0,0,110,500,,1,0.173,0.2687
51,40,40,100,50.0,0,110,600,,1,0.173,0.3025
52,40,40,100,50.0,0,110,300,,2,0.172,0.2978
53,40,40,100,50.0,0,110,600,,2,0.172,0.3155
54,40,40,100,50.0,0,110,300,,3,0.172,0.2841
55,40,40,100,50.0,0,110,600,,3,0.172,0.2929
56,40,40,100,50.0,0,110,900,,1,0.172,0.2985
57,40,40,100,50.0,0,110,600,,4,0.172,0.3105
58,40,40,100,50.0,0,110,900,,2,0.172,0.3029
59,40,40,100,50.0,0,110,900,,3,0.172,0.3247
60,40,40,100,50.0,0,130,600,,1,0.173,0.2923
61,40,40,100,50.0,0,130,900,,1,0.172,0.3113
62,40,40,100,50.0,0,130,600,,2,0.172,0.3432
63,40,40,100,50.0,0,130,900,,2,0.172,0.2919
64,40,40,100,50.0,0,130,600,,3,0.172,0.3536
65,40,40,100,50.0,0,130,900,,3,0.172,0.3493
66,40,40,100,60.0,0,70,400,,1,0.173,0.2512
67,40,40,100,70.0,0,50,300,,1,0.174,0.2668
68,40,40,100,70.0,0,50,400,,1,0.175,0.2571
69,40,40,100,70.0,0,50,500,,1,0.174,0.2556
70,40,40,100,70.0,0,50,600,,1,0.174,0.2653
71,40,40,100,70.0,0,50,300,,2,0.173,0.291
72,40,40,100,70.0,0,50,600,,2,0.174,0.2845
73,40,40,100,70.0,0,50,300,,3,0.173,0.295
74,40,40,100,70.0,0,50,600,,3,0.173,0.2935
75,40,40,100,70.0,0,50,600,,4,0.173,0.2988
76,40,40,100,70.0,0,50,900,,1,0.173,0.2713
77,40,40,100,70.0,0,50,600,,5,0.173,0.266
78,40,40,100,70.0,0,50,900,,2,0.173,0.2745
79,40,40,100,70.0,0,50,600,,6,0.173,0.3161
80,40,40,100,70.0,0,50,900,,3,0.174,0.3258
81,40,40,100,70.0,0,70,400,,1,0.172,0.2689
82,40,40,100,70.0,0,70,300,,1,0.173,0.2665
83,40,40,100,70.0,0,70,400,,2,0.172,0.2672
84,40,40,100,70.0,0,70,500,,1,0.173,0.2601
85,40,40,100,70.0,0,70,600,,1,0.173,0.2596
86,40,40,100,70.0,0,70,300,,2,0.172,0.2932
87,40,40,100,70.0,0,70,600,,2,0.172,0.2939
88,40,40,100,70.0,0,70,300,,3,0.172,0.2864
89,40,40,100,70.0,0,70,600,,3,0.172,0.2663
90,40,40,100,70.0,0,70,900,,1,0.172,0.2866
91,40,40,100,70.0,0,70,600,,4,0.172,0.277
92,40,40,100,70.0,0,70,900,,2,0.172,0.2998
93,40,40,100,70.0,0,70,600,,5,0.172,0.2793
94,40,40,100,70.0,0,70,900,,3,0.172,0.3191
95,40,40,100,70.0,0,90,300,,1,0.173,0.2971
96,40,40,100,70.0,0,90,400,,1,0.173,0.2846
97,40,40,100,70.0,0,90,500,,1,0.173,0.2816
98,40,40,100,70.0,0,90,600,,1,0.172,0.2853
99,40,40,100,70.0,0,90,300,,2,0.173,0.3101
100,40,40,100,70.0,0,90,600,,2,0.172,0.3001
101,40,40,100,70.0,0,90,300,,3,0.172,0.3271
102,40,40,100,70.0,0,90,600,,3,0.172,0.3208
103,40,40,100,70.0,0,90,600,,4,0.173,0.3035
104,40,40,100,70.0,0,90,900,,1,0.172,0.2822
105,40,40,100,70.0,0,90,600,,5,0.172,0.2745
106,40,40,100,70.0,0,90,900,,2,0.172,0.2858
107,40,40,100,70.0,0,90,600,,6,0.172,0.3284
108,40,40,100,70.0,0,90,900,,3,0.172,0.3224
109,40,40,100,70.0,0,110,300,,1,0.173,0.2879
110,40,40,100,70.0,0,110,400,,1,0.173,0.299
111,40,40,100,70.0,0,110,500,,1,0.172,0.28
112,40,40,100,70.0,0,110,600,,1,0.173,0.3107
113,40,40,100,70.0,0,110,300,,2,0.172,0.2839
114,40,40,100,70.0,0,110,600,,2,0.172,0.2897
115,40,40,100,70.0,0,110,300,,3,0.173,0.3115
116,40,40,100,70.0,0,110,600,,3,0.172,0.3103
117,40,40,100,70.0,0,110,900,,1,0.172,0.2593
118,40,40,100,70.0,0,110,600,,4,0.172,0.2708
119,40,40,100,70.0,0,110,900,,2,0.172,0.2765
120,40,40,100,70.0,0,110,600,,5,0.172,0.3064
121,40,40,100,70.0,0,110,900,,3,0.172,0.3445
122,40,40,100,70.0,0,130,300,,1,0.174,0.3067
123,40,40,100,70.0,0,130,300,,2,0.174,0.2854
124,40,40,100,70.0,0,130,600,,1,0.172,0.2721
125,40,40,100,70.0,0,130,600,,2,0.172,0.2718
126,40,40,100,70.0,0,130,900,,1,0.173,0.2659
127,40,40,100,70.0,0,130,600,,3,0.172,0.2842
128,40,40,100,70.0,0,130,900,,2,0.172,0.2857
129,40,40,100,70.0,0,130,600,,4,0.172,0.3062
130,40,40,100,70.0,0,130,900,,3,0.173,0.3172
131,40,40,100,70.0,0,150,300,,1,0.172,0.3359
132,40,40,100,70.0,0,150,600,,1,0.173,0.3422
133,40,40,100,70.0,0,150,300,,2,0.172,0.3059
134,40,40,100,70.0,0,150,600,,2,0.172,0.3037
135,40,40,100,70.0,0,170,300,,1,0.172,0.3309
136,40,40,100,70.0,0,170,600,,1,0.172,0.3797
137,40,40,100,70.0,0,170,300,,2,0.173,0.3297
138,40,40,100,70.0,0,170,600,,2,0.173,0.3436
139,40,40,100,78.54,0,10,400,,1,0.303,0.2858
140,40,40,100,78.54,0,10,400,,2,0.297,0.2592
141,40,40,100,78.54,0,10,400,,3,0.299,0.2596
142,40,40,100,78.54,0,20,400,,1,0.202,0.2862
143,40,40,100,78.54,0,20,400,,2,0.201,0.2574
144,40,40,100,78.54,0,20,400,,3,0.2,0.2541
145,40,40,100,78.54,0,30,400,,1,0.191,0.264
146,40,40,100,78.54,0,30,400,,2,0.19,0.2554
147,40,40,100,78.54,0,30,400,,3,0.191,0.2611
148,40,40,100,78.54,0,40,400,,1,0.182,0.2773
149,40,40,100,78.54,0,40,400,,2,0.181,0.2605
150,40,40,100,78.54,0,40,400,,3,0.181,0.2556
151,40,40,100,78.54,0,50,400,,1,0.173,0.2515
152,40,40,100,78.54,0,50,400,,2,0.173,0.2598
153,40,40,100,78.54,0,50,400,,3,0.173,0.2634
154,40,40,100,78.54,0,60,400,,1,0.172,0.2697
155,40,40,100,78.54,0,60,400,,2,0.173,0.249
156,40,40,100,78.54,0,60,400,,3,0.173,0.2549
157,40,40,100,78.54,0,70,0,,1,0.172,0.2799
158,40,40,100,78.54,0,70,100,,1,0.172,0.2778
159,40,40,100,78.54,0,70,200,,1,0.173,0.2904
160,40,40,100,78.54,0,70,300,,1,0.173,0.2776
161,40,40,100,78.54,0,70,400,,1,0.172,0.291
162,40,40,100,78.54,0,70,500,,1,0.172,0.29
163,40,40,100,78.54,0,70,600,,1,0.173,0.2852
164,40,40,100,78.54,0,70,700,,1,0.172,0.2784
165,40,40,100,78.54,0,70,800,,1,0.173,0.286
166,40,40,100,78.54,0,70,900,,1,0.173,0.2895
167,40,40,100,78.54,0,70,1000,,1,0.173,0.2824
168,40,40,100,78.54,0,70,1100,,1,0.173,0.3019
169,40,40,100,78.54,0,70,1200,,1,0.174,0.2885
170,40,40,100,78.54,0,70,1300,,1,0.173,0.2719
171,40,40,100,78.54,0,70,1400,,1,0.173,0.2858
172,40,40,100,78.54,0,70,1500,,1,0.173,0.2759
173,40,40,100,78.54,0,70,1600,,1,0.173,0.2835
174,40,40,100,78.54,0,70,1700,,1,0.173,0.2835
175,40,40,100,78.54,0,70,1800,,1,0.172,0.2886
176,40,40,100,78.54,0,70,1900,,1,0.173,0.2848
177,40,40,100,78.54,0,70,2000,,1,0.173,0.3059
178,40,40,100,78.54,0,70,400,,2,0.172,0.2773
179,40,40,100,78.54,0,70,400,,3,0.174,0.2494
180,40,40,100,78.54,0,70,0,,2,0.173,0.2651
181,40,40,100,78.54,0,70,100,,2,0.173,0.26
182,40,40,100,78.54,0,70,200,,2,0.173,0.2548
183,40,40,100,78.54,0,70,300,,2,0.173,0.2558
184,40,40,100,78.54,0,70,400,,4,0.173,0.2595
185,40,40,100,78.54,0,70,500,,2,0.172,0.2738
186,40,40,100,78.54,0,70,600,,2,0.172,0.2651
187,40,40,100,78.54,0,70,700,,2,0.172,0.2674
188,40,40,100,78.54,0,70,800,,2,0.172,0.249
189,40,40,100,78.54,0,70,900,,2,0.174,0.2578
190,40,40,100,78.54,0,70,1000,,2,0.173,0.2553
191,40,40,100,78.54,0,70,1100,,2,0.174,0.2503
192,40,40,100,78.54,0,70,1200,,2,0.173,0.2546
193,40,40,100,78.54,0,70,1300,,2,0.173,0.2535
194,40,40,100,78.54,0,70,1400,,2,0.173,0.2486
195,40,40,100,78.54,0,70,1500,,2,0.173,0.2527
196,40,40,100,78.54,0,70,1600,,2,0.172,0.2515
197,40,40,100,78.54,0,70,1700,,2,0.172,0.2514
198,40,40,100,78.54,0,70,1800,,2,0.173,0.2619
199,40,40,100,78.54,0,70,1900,,2,0.173,0.2717
200,40,40,100,78.54,0,70,2000,,2,0.173,0.259
201,40,40,100,78.54,0,70,400,,5,0.173,0.3073
202,40,40,100,78.54,0,70,0,,3,0.173,0.2603
203,40,40,100,78.54,0,70,100,,3,0.173,0.2705
204,40,40,100,78.54,0,70,200,,3,0.172,0.2787
205,40,40,100,78.54,0,70,400,,6,0.174,0.2908
206,40,40,100,78.54,0,70,500,,3,0.173,0.2709
207,40,40,100,78.54,0,70,600,,3,0.172,0.2832
208,40,40,100,78.54,0,70,700,,3,0.173,0.2733
209,40,40,100,78.54,0,70,800,,3,0.172,0.2671
210,40,40,100,78.54,0,70,900,,3,0.173,0.2709
211,40,40,100,78.54,0,70,1000,,3,0.173,0.2679
212,40,40,100,78.54,0,70,1100,,3,0.172,0.2785
213,40,40,100,78.54,0,70,1200,,3,0.173,0.2659
214,40,40,100,78.54,0,70,1300,,3,0.173,0.2701
215,40,40,100,78.54,0,70,1400,,3,0.174,0.2741
216,40,40,100,78.54,0,70,1500,,3,0.173,0.2652
217,40,40,100,78.54,0,70,1600,,3,0.173,0.2699
218,40,40,100,78.54,0,70,1700,,3,0.173,0.286
219,40,40,100,78.54,0,70,1800,,3,0.173,0.2941
220,40,40,100,78.54,0,70,1900,,3,0.172,0.2962
221,40,40,100,78.54,0,70,2000,,3,0.173,0.2658
222,40,40,100,78.54,0,80,400,,1,0.173,0.2814
223,40,40,100,78.54,0,80,400,,2,0.173,0.285
224,40,40,100,78.54,0,80,400,,3,0.172,0.322
225,40,40,100,78.54,0,90,400,,1,0.173,0.2686
226,40,40,100,78.54,0,90,400,,2,0.172,0.2955
227,40,40,100,78.54,0,90,400,,3,0.173,0.3155
228,40,40,100,78.54,0,100,400,,1,0.172,0.2661
229,40,40,100,78.54,0,100,400,,2,0.172,0.3096
230,40,40,100,78.54,0,100,400,,3,0.174,0.2881
231,40,40,100,78.54,0,110,400,,1,0.173,0.2703
232,40,40,100,78.54,0,110,400,,2,0.173,0.2895
233,40,40,100,78.54,0,110,400,,3,0.173,0.2842
234,40,40,100,78.54,0,120,400,,1,0.173,0.2677
235,40,40,100,78.54,0,120,400,,2,0.173,0.2926
236,40,40,100,78.54,0,120,400,,3,0.174,0.277
237,40,40,100,78.54,0,130,400,,1,0.173,0.2863
238,40,40,100,78.54,0,130,400,,2,0.173,0.2824
239,40,40,100,78.54,0,130,400,,3,0.173,0.2953
240,40,40,100,78.54,0,140,400,,1,0.173,0.2813
241,40,40,100,78.54,0,140,400,,2,0.173,0.2923
242,40,40,100,78.54,0,140,400,,3,0.173,0.299
243,40,40,100,78.54,0,150,400,,1,0.173,0.3277
244,40,40,100,78.54,0,150,400,,2,0.173,0.2866
245,40,40,100,78.54,0,150,400,,3,0.173,0.3186
246,40,40,100,78.54,0,160,400,,1,0.173,0.3475
247,40,40,100,78.54,0,160,400,,2,0.173,0.286
248,40,40,100,78.54,0,160,400,,3,0.172,0.3272
249,40,40,100,78.54,0,170,400,,1,0.172,0.3639
250,40,40,100,78.54,0,170,400,,2,0.173,0.2776
251,40,40,100,78.54,0,170,400,,3,0.173,0.3358
252,40,40,100,80.0,0,70,400,,1,0.173,0.2606
253,40,40,100,90.0,0,50,300,,1,0.174,0.2555
254,40,40,100,90.0,0,50,400,,1,0.172,0.2563
255,40,40,100,90.0,0,50,500,,1,0.173,0.2566
256,40,40,100,90.0,0,50,600,,1,0.173,0.2508
257,40,40,100,90.0,0,50,300,,2,0.172,0.2759
258,40,40,100,90.0,0,50,300,,3,0.172,0.3078
259,40,40,100,90.0,0,50,600,,2,0.172,0.2799
260,40,40,100,90.0,0,50,600,,3,0.173,0.2725
261,40,40,100,90.0,0,50,900,,1,0.172,0.2823
262,40,40,100,90.0,0,50,600,,4,0.172,0.2618
263,40,40,100,90.0,0,50,900,,2,0.172,0.2928
264,40,40,100,90.0,0,50,600,,5,0.172,0.2779
265,40,40,100,90.0,0,50,900,,3,0.173,0.2991
266,40,40,100,90.0,0,70,400,,1,0.173,0.2709
267,40,40,100,90.0,0,70,300,,1,0.172,0.2787
268,40,40,100,90.0,0,70,400,,2,0.172,0.2787
269,40,40,100,90.0,0,70,500,,1,0.173,0.289
270,40,40,100,90.0,0,70,600,,1,0.173,0.276
271,40,40,100,90.0,0,70,300,,2,0.172,0.2708
272,40,40,100,90.0,0,70,600,,2,0.172,0.2794
273,40,40,100,90.0,0,70,600,,3,0.172,0.2833
274,40,40,100,90.0,0,70,900,,1,0.172,0.2775
275,40,40,100,90.0,0,70,600,,4,0.172,0.2565
276,40,40,100,90.0,0,70,900,,2,0.172,0.2871
277,40,40,100,90.0,0,70,600,,5,0.172,0.2982
278,40,40,100,90.0,0,70,900,,3,0.173,0.3057
279,40,40,100,90.0,0,90,300,,1,0.173,0.2715
280,40,40,100,90.0,0,90,400,,1,0.181,0.2798
281,40,40,100,90.0,0,90,500,,1,0.173,0.2751
282,40,40,100,90.0,0,90,600,,1,0.173,0.2775
283,40,40,100,90.0,0,90,300,,2,0.173,0.2805
284,40,40,100,90.0,0,90,600,,2,0.173,0.2669
285,40,40,100,90.0,0,90,300,,3,0.172,0.263
286,40,40,100,90.0,0,90,600,,3,0.172,0.277
287,40,40,100,90.0,0,90,600,,4,0.172,0.2794
288,40,40,100,90.0,0,90,900,,1,0.172,0.2573
289,40,40,100,90.0,0,90,600,,5,0.172,0.2587
290,40,40,100,90.0,0,90,900,,2,0.172,0.2537
291,40,40,100,90.0,0,90,600,,6,0.173,0.2906
292,40,40,100,90.0,0,90,900,,3,0.172,0.2931
293,40,40,100,90.0,0,110,300,,1,0.174,0.2537
294,40,40,100,90.0,0,110,400,,1,0.173,0.2744
295,40,40,100,90.0,0,110,500,,1,0.174,0.2575
296,40,40,100,90.0,0,110,600,,1,0.172,0.2734
297,40,40,100,90.0,0,110,300,,2,0.173,0.4191
298,40,40,100,90.0,0,110,600,,2,0.173,0.2826
299,40,40,100,90.0,0,110,300,,3,0.172,0.2672
300,40,40,100,90.0,0,110,600,,3,0.172,0.2785
301,40,40,100,90.0,0,110,600,,4,0.172,0.2719
302,40,40,100,90.0,0,110,900,,1,0.172,0.2763
303,40,40,100,90.0,0,110,600,,5,0.172,0.2873
304,40,40,100,90.0,0,110,900,,2,0.172,0.2846
305,40,40,100,90.0,0,110,600,,6,0.172,0.2891
306,40,40,100,90.0,0,110,900,,3,0.172,0.3056
307,40,40,100,90.0,0,130,300,,1,0.172,0.353
308,40,40,100,90.0,0,130,600,,1,0.173,0.3411
309,40,40,100,90.0,0,130,300,,2,0.172,0.3099
310,40,40,100,90.0,0,130,600,,2,0.172,0.2957
311,40,40,100,90.0,0,130,600,,3,0.172,0.303
312,40,40,100,90.0,0,130,900,,1,0.172,0.3035
313,40,40,100,90.0,0,130,600,,4,0.172,0.3178
314,40,40,100,90.0,0,130,900,,2,0.172,0.3367
315,40,40,100,90.0,0,130,600,,5,0.172,0.3399
316,40,40,100,90.0,0,130,900,,3,0.172,0.3079
317,40,40,100,90.0,0,150,300,,1,0.172,0.3442
318,40,40,100,90.0,0,150,600,,1,0.172,0.3474
319,40,40,100,90.0,0,150,300,,2,0.172,0.3175
320,40,40,100,90.0,0,150,600,,2,0.173,0.3405
321,40,40,100,90.0,0,170,300,,1,0.172,0.3056
322,40,40,100,90.0,0,170,600,,1,0.173,0.3291
323,40,40,100,90.0,0,170,300,,2,0.172,0.3087
324,40,40,100,90.0,0,170,600,,2,0.174,0.3153
325,40,40,100,100.0,0,70,400,,1,0.173,0.2621
326,40,40,100,110.0,0,50,300,,1,0.172,0.2608
327,40,40,100,110.0,0,50,400,,1,0.174,0.2754
328,40,40,100,110.0,0,50,500,,1,0.173,0.2663
329,40,40,100,110.0,0,50,600,,1,0.173,0.2676
330,40,40,100,110.0,0,50,600,,2,0.172,0.2667
331,40,40,100,110.0,0,50,600,,3,0.173,0.2936
332,40,40,100,110.0,0,50,300,,2,0.173,0.263
333,40,40,100,110.0,0,50,600,,4,0.172,0.2627
334,40,40,100,110.0,0,50,300,,3,0.173,0.2692
335,40,40,100,110.0,0,50,600,,5,0.172,0.2715
336,40,40,100,110.0,0,50,300,,4,0.173,0.267
337,40,40,100,110.0,0,50,600,,6,0.172,0.2549
338,40,40,100,110.0,0,50,600,,7,0.173,0.2824
339,40,40,100,110.0,0,50,900,,1,0.172,0.2754
340,40,40,100,110.0,0,50,600,,8,0.172,0.2724
341,40,40,100,110.0,0,50,900,,2,0.172,0.2685
342,40,40,100,110.0,0,50,600,,9,0.172,0.2925
343,40,40,100,110.0,0,70,400,,1,0.172,0.2807
344,40,40,100,110.0,0,70,300,,1,0.173,0.2696
345,40,40,100,110.0,0,70,400,,2,0.172,0.2598
346,40,40,100,110.0,0,70,500,,1,0.173,0.2543
347,40,40,100,110.0,0,70,600,,1,0.173,0.2586
348,40,40,100,110.0,0,70,400,,3,0.173,0.2561
349,40,40,100,110.0,0,70,400,,4,0.173,0.2514
350,40,40,100,110.0,0,70,300,,2,0.173,0.2824
351,40,40,100,110.0,0,70,600,,2,0.172,0.2655
352,40,40,100,110.0,0,70,300,,3,0.173,0.3172
353,40,40,100,110.0,0,70,600,,3,0.172,0.2736
354,40,40,100,110.0,0,70,600,,4,0.173,0.2719
355,40,40,100,110.0,0,70,300,,4,0.173,0.2814
356,40,40,100,110.0,0,70,600,,5,0.172,0.2807
357,40,40,100,110.0,0,70,300,,5,0.172,0.272
358,40,40,100,110.0,0,70,600,,6,0.172,0.265
359,40,40,100,110.0,0,70,600,,7,0.172,0.2591
360,40,40,100,110.0,0,70,900,,1,0.172,0.2716
361,40,40,100,110.0,0,70,600,,8,0.172,0.2494
362,40,40,100,110.0,0,70,900,,2,0.172,0.265
363,40,40,100,110.0,0,70,600,,9,0.172,0.2901
364,40,40,100,110.0,0,70,900,,3,0.172,0.2726
365,40,40,100,110.0,0,90,300,,1,0.172,0.2546
366,40,40,100,110.0,0,90,400,,1,0.172,0.2611
367,40,40,100,110.0,0,90,500,,1,0.173,0.2477
368,40,40,100,110.0,0,90,600,,1,0.173,0.2567
369,40,40,100,110.0,0,90,600,,2,0.172,0.2859
370,40,40,100,110.0,0,90,300,,2,0.173,0.3052
371,40,40,100,110.0,0,90,600,,3,0.172,0.2617
372,40,40,100,110.0,0,90,300,,3,0.172,0.2802
373,40,40,100,110.0,0,90,300,,4,0.172,0.3063
374,40,40,100,110.0,0,90,600,,4,0.172,0.2865
375,40,40,100,110.0,0,90,300,,5,0.172,0.2912
376,40,40,100,110.0,0,90,600,,5,0.172,0.2793
377,40,40,100,110.0,0,90,600,,6,0.172,0.2935
378,40,40,100,110.0,0,90,900,,1,0.172,0.2931
379,40,40,100,110.0,0,90,600,,7,0.172,0.2828
380,40,40,100,110.0,0,90,900,,2,0.172,0.3041
381,40,40,100,110.0,0,90,600,,8,0.172,0.2801
382,40,40,100,110.0,0,90,900,,3,0.173,0.2879
383,40,40,100,110.0,0,110,300,,1,0.172,0.2723
384,40,40,100,110.0,0,110,400,,1,0.173,0.2639
385,40,40,100,110.0,0,110,500,,1,0.172,0.3131
